ID,Iso_ID,reference,DOI,site_id,date,latlong,latlong_n,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD.CH4_value_permil,dD.CH4_uncertainty,dD.CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity.flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,size_class_multi,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
932,4099,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,15,01/01/2018,129.9260773,1,2018,River,Hainan Island,DIC,-9.9,0.1,permil,NA,NA,,,,0.9579,0.0029,0.3 percent,-50,0.1,0.3 percent,345,1,6.99,19.67266925,110.253408,China,N,1.0133,0.9454,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,20.2,A,B,NA,250,large,1000,34.8,1.069,0,46,14,243,1600,118,0,0,15,40,10,22,0,0,28,29,43,15,0,6054,6,121,46,243,1600,118,0,0,15,40,10,22,0,0,28,29,43,15,0,6054,6,121,108,1,8,2,NA
933,4102,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,18,01/01/2018,130.0956852,1,2018,River,Hainan Island,DIC,-9.9,0.1,permil,NA,NA,,,,1.0013,0.003,0.3 percent,-7,0,0.3 percent,modern,NA,6.59,19.71259948,110.3830857,China,N,1.0133,0.9881,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,20.2,A,B,NA,500,large,1000,460.3,14.555,6,68,21,242,1754,130,0,0,25,27,21,14,0,0,30,30,41,18,0,6951,4,130,16,243,1637,123,0,0,0,51,22,17,0,0,24,31,45,11,0,12480,0,280,35,1,8,2,NA
934,4106,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,22,01/01/2018,130.1473817,1,2018,River,Hainan Island,DIC,-9.4,0.1,permil,NA,NA,,,,1.0074,0.003,0.3 percent,-1,0,0.3 percent,modern,NA,7.29,19.43891267,110.708469,China,N,1.0133,0.9942,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,20.5,A,B,NA,5000,large,10000,228.7,7.699,14,61,23,243,1878,139,0,0,33,14,9,6,0,0,31,25,45,19,0,3860,2,106,7,246,1881,140,0,0,7,24,11,10,0,0,14,17,68,26,0,2094,4,2,35,1,8,9,NA
935,4108,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,24,01/01/2018,129.1973236,1,2018,River,Hainan Island,DIC,-11.6,0.1,permil,NA,NA,,,,1.0082,0.003,0.3 percent,0,0,0.3 percent,modern,NA,7.11,19.128557,110.0687666,China,N,1.0133,0.995,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,17.2,A,B,NA,150,large,1000,123.1,4.249,21,193,48,241,1703,121,0,0,49,53,34,8,0,0,25,29,47,17,0,5023,7,96,96,246,1686,119,0,0,72,71,5,11,0,0,25,28,48,15,0,5599,21,127,55,1,8,9,NA
936,4110,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,26,01/01/2018,128.8723663,1,2018,River,Hainan Island,DIC,-8.9,0.1,permil,NA,NA,,,,1.0036,0.003,0.3 percent,-5,0,0.3 percent,modern,NA,7.58,18.90373683,109.9686295,China,N,1.0133,0.9905,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,17.7,A,B,NA,100,large,100,78.8,2.756,0,296,95,238,1745,128,0,0,50,9,13,1,0,0,31,20,50,23,0,2643,0,92,216,242,1716,124,0,0,9,8,17,1,0,0,32,17,51,21,0,1775,0,114,537,1,8,9,NA
937,4111,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,27,01/01/2018,128.8568386,1,2018,River,Hainan Island,DIC,-9.7,0.1,permil,NA,NA,,,,1.0011,0.003,0.3 percent,-7,0,0.3 percent,modern,NA,7.05,18.8943132,109.9625254,China,N,1.0133,0.988,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,17.2,A,B,NA,100,large,100,78.8,2.756,0,296,95,238,1745,128,0,0,50,9,13,1,0,0,31,20,50,23,0,2643,0,92,216,242,1716,124,0,0,9,8,17,1,0,0,32,17,51,21,0,1775,0,114,537,1,8,9,NA
938,4119,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,35,01/01/2018,129.6477828,1,2018,River,Hainan Island,DIC,-10.9,0.1,permil,NA,NA,,,,1.0042,0.003,0.3 percent,-4,0,0.3 percent,modern,NA,7.1,19.14437169,110.5034111,China,N,1.0133,0.991,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,19.9,A,B,NA,1500,large,10000,349.3,11.721,18,65,17,244,1878,136,0,0,42,25,7,15,0,0,33,26,41,18,0,4533,11,133,14,248,1917,137,0,0,1,32,5,22,0,0,29,21,50,14,0,6641,16,214,35,1,8,9,NA
939,4122,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,38,01/01/2018,129.6553657,1,2018,River,Hainan Island,DIC,-10.1,0.1,permil,NA,NA,,,,1.0196,0.0031,0.3 percent,11,0,0.3 percent,modern,NA,6.75,19.24737977,110.4079859,China,N,1.0133,1.0062,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,18,A,B,NA,1400,large,10000,221.8,7.365,5,71,16,244,1837,132,0,0,40,24,13,14,0,0,32,25,43,19,0,2955,7,139,9,248,1887,134,0,0,0,36,3,22,0,0,24,32,44,7,0,6395,100,363,0,1,8,9,NA
940,4123,"Zhong, J., Wallin, M.B., Wang, W., Li, S.-L., Guo, L., Dong, K., Ellam, R.M., Liu, C.-Q., Xu, S. (2021). Synchronous evaporation and aquatic primary production in tropical river networks. Water Research, 200: 117272.",https://doi.org/10.1016/j.watres.2021.117272,39,01/01/2018,129.0535917,1,2018,River,Hainan Island,DIC,-10.6,0.1,permil,NA,NA,,,,1.036,0.0031,0.3 percent,28,0.1,0.3 percent,modern,NA,6.97,18.91779852,110.1357932,China,N,1.0133,1.0224,River,"For isotopic deter- minations of DIC, 2 ml 85% phosphoric acid was added to convert all DIC to CO2 which was then extracted and purified using a vac- uum system and gentle stirring by a bar magnet.",Assumed uncertainty based on previous publications by group,17.8,A,B,NA,50,large,100,52.6,1.831,0,199,63,243,1740,127,0,0,28,4,26,2,0,0,31,18,51,22,0,1090,0,96,138,246,1721,124,0,0,20,4,24,2,0,0,31,18,51,21,0,968,0,142,93,1,8,9,NA
941,4163,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R1,22/09/2019,170.125563,1,2019,River,Erdaobai River basin,DIC,2.6,0.1,permil,NA,NA,,,,0.1938,6.00E-04,0.3 percent,-808,2.4,0.3 percent,13182,40,8.3,42.060304,128.065259,China,N,1.009,0.1921,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,1,small,10,11.9,0.178,0,1594,66,-16,842,128,44,0,89,8,1,0,0,11,16,40,44,105,0,317,0,50,1594,-16,842,128,44,0,89,8,1,0,0,11,16,40,44,105,0,317,0,50,62,4,7,2,NA
942,4164,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R2,22/09/2019,170.106028,1,2019,River,Erdaobai River basin,DIC,3.5,0.1,permil,NA,NA,,,,0.1854,6.00E-04,0.3 percent,-816,2.4,0.3 percent,13539,41,8.01,42.042628,128.0634,China,N,1.009,0.1837,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,1,small,10,32.8,0.493,0,1810,92,-28,895,145,36,0,49,21,2,0,0,24,13,46,41,93,0,1608,0,51,1809,-28,895,145,36,0,49,21,2,0,0,24,13,46,41,93,0,1607,0,51,74,4,7,2,NA
943,4165,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R3,22/09/2019,170.108266,1,2019,River,Erdaobai River basin,DIC,2.7,0.1,permil,NA,NA,,,,0.1694,5.00E-04,0.3 percent,-832,2.5,0.3 percent,14260,43,7.9,42.044644,128.063622,China,N,1.009,0.1679,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,1,small,10,32.8,0.493,0,1810,92,-28,895,145,36,0,49,21,2,0,0,24,13,46,41,93,0,1608,0,51,1809,-28,895,145,36,0,49,21,2,0,0,24,13,46,41,93,0,1607,0,51,74,4,7,2,NA
944,4166,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R4,23/09/2019,170.415165,1,2019,River,Erdaobai River basin,DIC,-8.8,0.1,permil,NA,NA,,,,1.0109,0.003,0.3 percent,3,0,0.3 percent,modern,NA,7.54,42.233842,128.181323,China,N,1.009,1.0019,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,300,large,1000,260.9,4.145,0,1283,38,0,772,109,29,0,92,5,0,0,0,5,20,48,32,77,0,284,0,68,895,19,700,89,23,0,100,1,0,0,0,0,22,51,27,75,0,144,0,85,62,4,7,2,NA
945,4167,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R5,23/09/2019,170.470872,1,2019,River,Erdaobai River basin,DIC,-12.6,0.1,permil,NA,NA,,,,0.947,0.0028,0.3 percent,-61,0.2,0.3 percent,437,1,7.51,42.326475,128.144397,China,N,1.009,0.9386,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,400,large,1000,260.9,4.145,0,1283,38,0,772,109,29,0,92,5,0,0,0,5,20,48,32,77,0,284,0,68,895,19,700,89,23,0,100,1,0,0,0,0,22,51,27,75,0,144,0,85,62,4,7,2,NA
946,4168,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R6,23/09/2019,170.479027,1,2019,River,Erdaobai River basin,DIC,-3.8,0.1,permil,NA,NA,,,,0.5996,0.0018,0.3 percent,-405,1.2,0.3 percent,4109,12,7.94,42.379342,128.099685,China,N,1.009,0.5942,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,500,large,1000,368.8,5.913,24,1225,43,2,774,110,30,10,82,7,1,0,0,9,19,47,33,78,0,1188,5,73,691,28,676,82,4,0,70,12,4,0,0,0,23,52,25,59,0,390,43,172,16,4,7,2,NA
947,4169,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R7,23/09/2019,170.455839,1,2019,River,Erdaobai River basin,DIC,-3.3,0.1,permil,NA,NA,,,,0.5584,0.0017,0.3 percent,-446,1.3,0.3 percent,4680,14,7.73,42.35764,128.098199,China,N,1.009,0.5534,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,450,large,1000,315.4,5.029,28,1308,48,-2,789,114,34,11,83,7,1,0,0,10,18,46,35,81,0,1346,1,62,778,24,689,85,18,0,97,2,1,0,0,0,21,49,30,89,0,259,2,146,10,4,7,2,NA
948,4170,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R8,23/09/2019,170.610444,1,2019,River,Erdaobai River basin,DIC,-12.1,0.1,permil,NA,NA,,,,0.8696,0.0026,0.3 percent,-138,0.4,0.3 percent,1122,3,7.39,42.448146,128.162298,China,N,1.009,0.8618,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,1000,large,1000,580,9.149,1,1036,38,12,726,97,22,0,96,4,0,0,0,2,21,49,30,82,0,194,1,62,645,30,663,80,5,0,96,5,1,0,0,0,25,56,19,86,0,181,2,68,19,4,7,2,NA
949,4171,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R9,23/09/2019,170.501677,1,2019,River,Erdaobai River basin,DIC,-10.5,0.1,permil,NA,NA,,,,0.8674,0.0026,0.3 percent,-140,0.4,0.3 percent,1142,3,7.59,42.433063,128.068614,China,N,1.009,0.8597,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,1200,large,10000,483.9,7.259,0,1016,31,12,738,97,29,27,97,1,0,0,0,1,21,49,30,75,0,127,0,50,726,26,685,84,7,0,83,8,1,0,0,0,24,53,23,66,0,337,1,80,29,4,7,2,NA
950,4172,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R10,22/11/2020,169.9422223,2,2020,River,Erdaobai River basin,DIC,-3.3,0.1,permil,NA,NA,,,,0.2498,7.00E-04,0.3 percent,-752,2.3,0.3 percent,11144,33,7.44,41.94305556,127.9991667,China,N,1.0056,0.2484,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,10,small,10,15.3,0.236,0,1539,79,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,1539,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,77,4,7,10,NA
951,4173,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R11,22/11/2020,169.9422223,2,2020,River,Erdaobai River basin,DIC,-2.9,0.1,permil,NA,NA,,,,0.593,0.0018,0.3 percent,-412,1.2,0.3 percent,4198,13,7.36,41.94305556,127.9991667,China,N,1.0056,0.5897,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,10,small,10,15.3,0.236,0,1539,79,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,1539,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,77,4,7,10,NA
952,4174,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R12,22/11/2020,169.9641667,1,2020,River,Erdaobai River basin,DIC,-5.4,0.1,permil,NA,NA,,,,1.0049,0.003,0.3 percent,-4,0,0.3 percent,modern,NA,7.28,41.94666667,128.0175,China,N,1.0056,0.9993,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,10,small,10,15.3,0.236,0,1539,79,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,1539,-12,839,124,49,0,6,34,8,0,0,13,19,51,30,57,0,588,0,49,77,4,7,10,NA
953,4175,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R13,22/11/2020,169.9794444,1,2020,River,Erdaobai River basin,DIC,-10.3,0.1,permil,NA,NA,,,,0.9428,0.0028,0.3 percent,-65,0.2,0.3 percent,473,1,7.52,41.97861111,128.0008333,China,N,1.0056,0.9375,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,100,large,100,51.7,0.823,0,1515,79,-12,845,126,50,69,66,14,2,0,0,19,17,52,31,70,0,1970,0,50,1515,-12,845,126,50,69,66,14,2,0,0,19,17,52,31,70,0,1970,0,50,113,4,7,10,NA
954,4176,"Zhong, J., Wang, L., Caracausi, A., Galy, A., Li, S.-L., Wang, W., Zhang, M., Liu, C.-Q., Liu, G.-M., Xu, S. (2023). Assessing the Deep Carbon Release in an Active Volcanic Field
Using Hydrochemistry, ?13CDIC and ?14CDIC. Journal of Geophysical Research: Biogeosciences, 128: e2023JG007435.",https://doi.org/10.1029/2023JG007435,R14,23/11/2020,169.8658333,1,2020,River,Erdaobai River basin,DIC,-9.2,0.1,permil,NA,NA,,,,0.958,0.0029,0.3 percent,-50,0.2,0.3 percent,344,1,7.37,42.01111111,127.8547222,China,N,1.0056,0.9527,River,"Water samples were first injected into a vacuum bottle with 85% phosphoric acid and a bar magnet by a syringe. Subsequently, the produced CO2 was extracted and cryogenically purified in a vacuum system.",Assumed uncertainty based on previous publications by group,NA,A,A,NA,100,large,100,85.9,1.533,0,1166,32,6,784,105,38,53,89,10,1,0,0,3,20,49,32,64,0,166,0,52,997,15,761,97,29,29,100,1,0,0,0,0,20,49,31,61,0,56,0,53,4,4,7,10,NA
